,rating,text
604,4.0,"Edge of my seat. You know the feeling, somones there, near you watching you. You turn all around but there is no one around but you can feel it rising up the back of your spine like an icy chill. By the time it reaches your neck and the hairs are standing up all of your body it might just be too late. Mira is a kid desperate to reach her grief stricken mother in Pittsburgh. Flying in a snowstorm to be with her mom knowing that she needs to be there she encounters a record breaking winter storm. Flights delayed, multiple car pileups, and snow that could send a polar bear running for his den. She doesn’t know anyone or how she can get to her mom but knows she has to no matter what. Taking a chance with a fellow friendly passenger from her flight a group forms and they decide to take on the storm. Unfortunately it is not long into this trip that Mira starts to get that spine-tingling, hair raising suspicion that not all of these passengers are on this trip for the right reasons. This was an edge of my seat thriller with many twists and turns throughout. I enjoyed the descriptions of the feeling of dread you can get when strong snow storms hit. Living in the Midwest we know to hunker down when it gets to be that time of year but I also know that feeling of no matter where I am i need to get home. I enjoyed the relationships that formed and reformed and how the author was able to keep me guessing. I do feel that there were some story lines that maybe weren’t as put together as they should be but for a quick read this was a winner. I love blizzard stories and love the snow. That being said being stuck in a snowstorm in a car in the middle of nowhere is terrifying to me. This was a great quick read and I will definitely be reading more of her future works. "
605,4.0,"*Thank you Sourcebooks Fire for the eARC for review.Mira is desperate to get home for the holidays to her grieving mother. When Mira’s travel plans are suddenly halted by a brutal snowstorm, she decides to hitch a ride with four other passengers. These strangers face many difficult moments as they attempt to brave the storm as they travel the road home. Mira soon realizes that her choice to accept this ride may have been an awful decision. If you are looking for a travel thriller then this is the book for you! There are so many intense moments of chaos in this book. I was constantly on the edge of my seat as I wondered what other problems would soon plague these individuals. This book is truly a wild thrill ride. It was so hard to guess what was going to happen in this book. There were so many intense scenes that captured my attention. In this book, everyone is truly a suspect. I was fascinated by the short letters that would appear around everyone three chapters or so. The letters were so creepy! This inclusion really helped progress the tension in the novel while giving foreshadowing of ill things to come. I feel like this book is a representation of a thriller in many different, interesting ways. The ending was pretty good and a bit unexpected. I like how there was so much tension between the characters in the latter half of the novel. All of the other passengers were a suspect in this one. I did not know who to trust, or if any of them could be trusted at all. I love the snowstorm travel adventure inclusion; this made for a great setting with many interesting twists thrown in throughout the journey.Overall, this was a pretty solid thriller."
606,3.0,"Five Total Strangers is a young adult mystery thriller written by Natalie D. Richards, and is the Big Library Read Digital Book Club via the Toronto Public Library book for the 1 November–15 November, 2021 period. It centers on five strangers getting home for the holidays, which turns into a nightmare for all of them.High school student Mira Hayes has been living in San Diego with her dad while attending a prestigious art school. Now it's Christmas Eve, and all she wants to do is get home to Pittsburgh and her mom, who, like Mira, is grieving the death of her twin sister, Mira's aunt Phoebe.However, a blizzard may thwart her plans. During a layover in Newark airport, Mira learns that every flight out has been canceled. Luckily, Mira's seatmate Harper offers her a ride in her rental car along with three other stranded passengers: Brecken, Kayla, and Josh, but Mira is uneasy from the start as accepting a ride with strangers usually isn't her thing, but she's desperate to get home.However, snarled traffic forces them to resort to risky side routes, Mira feels like she's being watched, and the group’s belongings keep disappearing. As their situation becomes direr they make reckless decisions, leading readers to wonder if anyone will get home alive.Five Total Strangers is written moderately well. Richards does a serviceable job of building tension, but aside from Mira, who narrates, the other characters are thinly drawn. Letters to Mira from a menacing stranger are sprinkled throughout, but their melodramatic nature detracts from the threat, and last-minute revelations stretch credulity.All in all, Five Total Strangers is a chilly road trip is woefully short on thrills or chills."
607,3.0,"Five Total Strangers follows a girl named Mira whose connecting flight has been cancelled due to a blizzard. Desperate to get home to her mother for Christmas Day, Mira makes the decision to accept a ride with her seatmate from her first flight along with four other college students. It isn't long before she realizes that her seatmate has no connection to the other people in the car and that each of them has something to hide. Now Mira isn't sure if she'll make it out of this alive. The premise of this book is awesome and I was loving the plot up until the very last chapters where everything started to crumble. I discovered this book through the Big Library Read and, while I didn't make the deadline on that, I still read it really quickly. The suspense consumed me right from the beginning and I couldn't stop flying through the pages! I love books with road trips so coupled with the tension from the storm and the creepy fellow passengers I had a hard time putting it down. It continued to grow twistier right up until the next to last chapter when the reveal happened. After I had taken some time to process that I realized there was only one more chapter left in the book and I was really confused. I didn't know how in the world the author would be able to tie up so many loose ends and, though she tried, it just didn't work for me. (view spoiler)[ First off, I didn't like the explanation Josh had for stalking Mira. I mean, maybe that's how stalkers usually work but, in my opinion, there had to be a more creative reason than just ""destiny"". Secondly, as I know others have mentioned, how he found her was too much of a coincidence. Come on, the guy had been staking out the wrong house for weeks yet somehow manages to find her amidst hundreds of cancelled flights? And finally, the man in yellow. I thought it was really chilling how he kept turning up and the author definitely could have done something cool with that plot-line, but no. The only closure we get on him is when he shows up at the end to help them out.  (hide spoiler)]Overall, this book started strong but fell flat in the resolution. I really liked the idea of it though so will be looking out for more like it in the future. Happy Reading :)"
608,4.0,"Mira meets Harper when they sit next to each other on a plane. It's a really bumpy ride; I mean REALLY bumpy. People are actually screaming. When they finally land, Mira's just glad to be safely on the ground. She says goodbye to Harper, thinking they'll never see each other again. As Mira walks through the airport toward her connecting flight home, she sees airport employees laying out cots and blankets.... never a good sign in an airport. The snow is falling heavily outside, and one flight after the next is marked CANCELLED -- including Mira's -- even though it's Christmas Eve and everyone just wants to get home. Mira's desperate, actually. She just found out some terrible news, and her mom is going to need Mira at home to lean on.She stands there, wondering what she's going to do, when here comes Harper with 3 other people, all smiles, offering Mira a ride in the car she just rented. Mira hesitates. I mean, she doesn't really ""know"" Harper; they just met on the plane. But she was nice, and her friends seem nice, too. Her mom would kill her if she knew that Mira was getting into a car full of young adults she didn't know for a 6-hour car trip. But Mira NEEDS a ride. How bad can it be?Turns out it can be pretty bad. So many signs point to GET OUT OF HERE NOW with each passing mile... terrible weather, car accidents, creepy guys at rest stops ... and it's not just OUTSIDE of the car that's the problem. Inside, it's just as creepy. Does Harper actually even know any of these people? What's Harper hiding? Why does everybody's stuff keep disappearing? If you're looking for an intense adventure ride, take a trip with Mira in 5 Total Strangers.REVIEW: It's a page-turner! Not deep literature or anything, but if you like realistic fiction adventure or mystery, this keeps you reading. Lots of dangerous situations, some violence. Some references to drug taking by one of the characters, but nothing ""on screen"" other than the exchange of some pills. A few characters drink a beer, but they're over 21."
609,2.0,"I liked the premise of this book, but it came across as quite messy in execution. for starters, there are entirely too many villains in this book. weird man in a yellow hat seemingly following the group of kids. scary gas station man toting a shotgun. a stalker for Mira. someone stealing everyone’s belongings. a shady drug addict. it’s… a lot. the fact that the stalker was painfully obvious made all these other creeps seem even more unnecessary and over the top. it felt like a bad attempt at numerous misdirects that ultimately failed because I began suspecting who the stalker was as soon as items in the car began disappearing. Yellow Hat Guy was especially pointless, since he clearly couldn’t be the one stealing items from inside the car. I don’t get why he was even a character; he added nothing to the story. the gas station owner hunting them down in the middle of a blizzard was just ridiculous. sure, anyone would be pissed that these college kids just drove off and stole gas but to go out in the storm of the century to hunt for them, for hours, on Christmas Eve, just doesn’t seem quite believable enough to be scary. further, Mira felt so guilty that they hit Corey with the car but I mean… these men were literally trying to beat the shit out of Brecken, and while he was behind the wheel of a vehicle with its engine running. someone getting run over was pretty much inevitable at that point and everyone made stupid ass decisions, not least of all the man who dragged his son out into a blizzard to assault strangers. my sympathy is pretty low here, harsh as that probably sounds. but it was just so fucking dumb all around. how anyone became obsessed with Mira is beyond me, since the girl is about as interesting as a plastic bag and it felt completely out of left field. all of a sudden there’s these letters from a whackadoo that she never even received so she’s unaware that she has a stalker, and it felt incredibly disjointed. and then that ending. or rather “ending,” as i would not describe it as an actual conclusion. we’re left with no idea what happened to Kayla, or to Brecken and Harper, or how Josh successfully happened to weasel into the carpool in the first place, or what the fallout with Corey and his psycho dad is going to be. we don’t even get much explanation about why Mira’s mom and stepdad are divorcing, and no closure on Mira and Zari trying to patch up their friendship. it made all the emotional baggage of Mira’s; with her mom, her aunts death, her fight with her best friend; all feel pretty meaningless. the scariest things in this book were the scenes about driving through the snow storm, and how not-an-ending the ending was. there were some suspenseful moments and I thought the overall writing and dialogue were pretty solid, so I didn’t give this one star. but I am really unsatisfied with how this book played out. "
610,4.0,"This book was suggested on my Library Libby app and I thought, why not? It's a planes, trains and automobiles read with creepy feelings of who am I really traveling with???Christmas Eve and you have to make it home in time for Christmas, but all flights are grounded due to an incoming snowstorm. What is the most logical solution? Get in a car with four people you know absolutely nothing about! Talk about a road trip gone wrong. Mira hits it off with a woman she met on the plane, Harper. Her new friend has no intentions on waiting for a new flight and instead decides to rent a car and drive the remainder of the way home. At first, Mira politely declines Harper’s offer for her to tag along, but hesitantly changes her mind when she sees Harper and three other strangers waiting for the rental to pull up. Mira and the others set off with no problem in sight. Well, that quickly changes. One thing after another goes wrong, between the horrendous weather and the strange things that keep happening. Before you know it, these five total strangers are wondering if they will make it home alive. If you are looking for an action packed book to read during a snowy day, this is it! This story is extremely atmospheric and the suspense amps up from the first page to the surprising revelations. I found myself shaking my head at the poor decision making skills of the main character but loved going along for the ride. I also loved the ""road trip on Christmas Eve during a blizzard"" setting. Not a deep story but very entertaining."
611,5.0,"Mira's connecting flight got canceled on the way home for the holidays. When her sassy plane seat-mate, Harper, offers to give her a ride, she blindly accepts with her mother in mind. She needs to get home for Christmas, and this is her only option. To her surprise, Mira is not the only one in the rental car. Who are these other strangers, and what brings them together in this long ride from hell? Will Mira make it home in one piece, or are these outsiders up to no good?⠀⠀FIVE TOTAL STRANGERS is an edge of your seat thriller that'll obsessively have you flipping the pages until the very end. Natalie interpreted the Wintery setting gorgeously. The detailed, chilly atmosphere brought the story to life, making it easy to fall into Mira's shoes. Every time Mira was cold, I felt it in my bones! As for her personality, she came off as a down to earth teenager, with a shy and introvert aura. Although taking a trip in a blizzard with strangers might not have been the best judgment, it respectfully showcased her selfless attitude in getting back to her family. Plus, we've all had moments in the past where we could have ended up on dateline. Haha.⠀⠀For the other characters, Natalie sculpted each one with transcendent features. I got to know everyone's agenda and the secrets they held as the story progressed. The suspenseful undertone was evident from the start, and I was eager for the narrative to conclude. Finally, once Natalie exposed the reveal, it honestly left me feeling a bit underwhelmed. Being the story was stellar throughout, I was expecting for an explosive finish. Unfortunately, it just didn't give me the ""what the fork"" moment I was craving. Nonetheless, it still doesn't take away from the fact that FIVE TOTAL STRANGERS is an addictive thriller that's ideal for the holiday season! It also taught me to stay the hell indoors during a blizzard at all costs.My Rating: 4.5"
612,2.0,"I noticed this book before its release, and probably wouldn't have picked it up if it wasn't the big library read on overdrive. Fortunately it was very short.This book was a mess. I know what the author was trying to accomplish, but there were so many things that just didn't work. It wasn't a thriller so much as a series of unfortunate events, but like in an unfunny, non-Lemony Snicket kind of a way. The incidents that uh... the main character whose name I forgot even though I remember all the others... experienced were things that would normally occur while driving a car in a terrible snow storm, or ridiculous, implausible things that would never happen, so I couldn't even take the book seriously. (view spoiler)[ Like why would a gas station owner and his son chase someone potentially hundreds of miles (we don't know how far or how long because this book included NO TIMELINE other than all of this stuff happened throughout the span of the same day) over $40 in gas they didn't have cash for? They catch up to them and start a physical altercation for what, the money they don't have in their pocket, while carrying guns, and they can't even report them to the police, because assault with a deadly weapon is a much more serious charge than petit theft of $40 committed during an emergency situation. Then the group runs one of them over, flees the scene (again), calls the police from a different location, and the cops never even show up. But someone who does show up is a guy who has appeared multiple times on their trip, no matter how many times they change route or pause their journey, and when he turns out to be a good guy we're supposed to forget that he had no reason to magically appear like that.  (hide spoiler)]Even if all of the dumb shit that happened in this book was drastically improved through editing, I'm not sure I would have vibed with it much anyway. I'm from Florida, and this story had more snow than bad writing, so I never connected with it. I watched the author interview after, where she spent a lot of time talking about how she doesn't plot her books. Yeah babe, we can tell."
613,4.0,"
""People aren't always what we think.""
4.3/5★A suspenseful mystery-thriller book about five strangers who decided to take a ride together to be back at their home on Christmas. Little did they know, there is one person who has a whole different reason.Wow! The fact that I have two wrong suspects before I figure out who the stalker is makes this book worth reading. As a fan of mystery and thrillers, I found this book intrigued me, especially after it reach page 100. I find myself not sleeping (and completely ignoring my homework) so I could finish this book immediately.This book makes me want to read another book from the same author. I love the fact that the words that the author pick isn't hard to understand so it's easy for me, someone whose first language isn't English, to follow all the clues until the end. I should say toward the end of the story, it's easier for the reader to catch the stalker.I should say that I also love how the author represents the grief that Mira has. Not forget to mention that the detailed story of each character is also explained well in this book.

""Because sometimes it is easier to force strength for others than to allow ourselves to feel weak and hurt.""

Anyway, thank you Libby for providing us with an unlimited copy of this book. It's the main reason why I suddenly read a thriller again and fall in love with this book."
614,2.0,"I know I can’t always wish for a super happy ending in a book. But this books ending was very short, ended fine, but was too short and fast, if you know what I mean.I also only rated it two stars because I this book was just torture, from beginning to end. Everything that happens, bad. Just such a dark story honestly.Also the love story in it or whatever shouldn’t even be called or have to do anything with love! Though The story was mysterious and kept me intrigued and reading and I couldn’t put it down, doesn’t mean I liked it a lot, it was just interesting from beginning to end...But... the author did have a good mysterious story, but I do have too say was it was too short. I feel like the author rushed through and just wanted to write a good mystery novel. But yeah, it was such a short story and I would’ve enjoyed it more if it was longer. and I also thought she could’ve done better with the characters. I liked the characters at the beginning, but then things took a twisted turn and now I hate all of them. Pathetic.So I’m not hating it at all, I’m mostly just saying I didn’t like this book a whole lot :/That was my list of pros and cons of this book. But this was my review and my opinion, just because I said this doesn’t mean you all will hate it. A lot of you could love it, or dislike it."
615,3.0,"⏱ Sixty second, no spoiler summaryThis is the Overdrive Big Library Read for November 2021. Mira is heading home for Christmas and her flight gets canceled. The seatmate on the prior flight, Harper, seemed pretty nice, and when she rents an SUV she invites Mira to come along. As well as three other stranded people. So Mira is stuck in an SUV with five total strangers and hopefully heading home. Then a snowstorm happens, they run low on gas with no cash, phones start dying and chargers are broken. And through all of this, someone is stalking Mira and she has no clue. It could be someone in the car with her, or it could be the random creepy guy that seems to be following them. Happy ending.👍🏻Turn OnsI didn’t know who the stalker was until the end and I think the author did a good job with the red herrings and keeping us on our toes.👎🏻 Turn OffsThe situations seemed like of far-fetched. At some point you think they’d all just stop and wait for help. 👵🏻 Safe to talk about with Grandma?I remember one f-word. There is quite a few car accidents and a stalker. Being from PA, my grandma would enjoy hearing about this.⭐Rating ⭐Three stars. It was ok.  Title & Author: Five Total Strangers by Natalie D RichardsFormat: AudiobookRead: 11/8/21-11/13/21Rating: Three stars"
616,3.0,"I was drawn to Five Total Strangers because the description reminded me of One of Us is Lying. It doesn’t take many pages into the book to realize that one of the characters isn’t who they say they are. Mira just wants to get home and be with her mother for Christmas, but when all flights from Newark are grounded, she decides that getting into a car with a girl from the plane and some of her friends will be her best option. Mira quickly realizes that none of the people actually no each other. Not only that, but someone seems to be sabotaging their journey home.Richards does a fantastic job of building suspense and making you want to keep reading so you can see how it ends.I don’t normally read thrillers, so I feel that may influence my thoughts on this book, but I didn’t love it as much as I wanted to. While the suspense was strong, once we get to the reveal, everything else feels rushed and a lot of loose ends aren’t tied up. As an adult, I also found some parts unrealistic and hard to believe. However, I think younger fans of suspense would really enjoy this book and trying to figure out whether or not Mira is going to make it home.Thank you NetGalley and Sourcebooks Fire for the ARC in exchange for an honest review."
617,4.0,"Natalie Richards has a way of crafting YA Thrillers that keep teen readers engaged and hooked into her books. I think it is because her characters are relatable and authentic--as an adult reader I cannot help but cringe at decisions made because I would not make them, but I am not a teen any longer. As an adult reading a YA book, we have to remember to take a step back and put ourselves back into a teen's mindset--do you remember how impulsive you were? Do you remember making bad decisions? Do you remember what it was like to crush on a guy or miss obvious signs of bad behavior when you can take a step back and observe from a safe distance away? Sure you can, because you have the life experiences to do so. That's what reading great books do for us--they help put us in situations without having to actually LIVE these situations to learn and grow from them. Richards is a master at doing that and it is because of this her characters always ring true and authentic even when I wish they would not make those choices!Her latest features her trademark style of engaging writing style coupled with authentic believable characters that create a highly readable and enjoyable YA Thriller. I would not hesitate to put this in the hands of any of my students (grades 7-12th). Content warnings for drug use, drinking, and violence. "
618,4.0,"
""Someone who doesn't want us to find our way out of here. Someone who likes us alone and frightened.”

The Story:
 Mira is left stranded in Newark Airport as all layover flights are cancelled due to a blizzard. Desperate to get home for Christmas with her mother at Pittsburgh, Mira agrees to hitch a ride with Harper, her seatmate in their earlier flight, together with a group of college kids. As the drive progresses and the weather is getting worse, Mira soon realizes that not only Harper and the other four passengers are complete strangers to each other, but someone is making sure that they don't get home. 
My thoughts:
 This was one wild thrilling ride right from the beginning! An excellent page-turner that kept me at the edge of my seat till the end! I really liked this locked-room mystery or in this case, ""closed-car"" mystery in a blizzard plot. Everyone can be a suspect even Mira herself and I liked how it gets more mysterious and sinister as the plot progresses.Not going to lie, I did find some parts that did not make sense or too coincidental but overall, this was one YA thriller I enjoyed! Fast-paced, suspense-filled with five unreliable characters make one entertaining read! "
620,4.0,"This book will make a great movie!I thoroughly enjoy it. It was a fast read that I finished in 1 sitting and it can count as a cross over from young adult to adult fiction.A chanced meeting on a plane and a blizzard = your worst nightmare. It's a year after Mira's aunt, and her mom's twin sister passed away. It's also Xmas eve and she wants to get home to her mom but her connecting flight is cancelled due to a terrible snowstorm. a Girl she sat next to on the flight invites her to join her and 3 other young people in taking a car so they can get to their destinations.......cue horror music because this is where it all goes wrong. Are all the people in the car who they seem to be or are there more sinister reasons for 1 of them to be there? Look this is not a storyline we haven't seen before but I still enjoyed it very much and it kept me guessing till the end. The 1 fringe character was not needed in my opinion but I can understand why he was there because it added to the sinister feel of the book. Thank you to NetGalley and Sourcebooks for the ARC in exchange for my honest opinion."
621,4.0,"Danger during a blizzardMira is stranded at the Newark Airport because of snow on Christmas Eve and desperately wants to get home to her mother in Pittsburgh. All flights out have been cancelled and she ends up in an SUV rented by her college-age seatmate Harper from her incoming flight. There are three other college age kids in the vehicle that Mira assumes know Harper but as they get on the road and head into worsening weather, Mira finds they are all strangers. And then, along the journey, creepy things start happening.I enjoyed this thriller, which is advertised as a YA book. I'm far from being young but I enjoy reading thrillers that take place in adverse conditions and this was no exception.The story was fast-paced, ratcheting up the suspense level quickly. I liked the mix of characters. My only complaint is that some of the happenings were really off-the-wall and not all got tied up by the end of the book. But I guess that's why some things are called coincidences and this is fiction, after all. And I still enjoyed the story.I received this book from Sourcebooks Fire through Edelweiss in the hopes that I would read it and leave an unbiased review."
622,3.0,"Our main character, Mira, is flying home to Pittsburgh to spend Christmas with her mother when a record-breaking blizzard results in a cancelled flight during her layover. Desperate get home, Mira hitches a ride with a group of four friendly college kids who were on her initial flight. They rent an SUV and embark on what’s supposed to be a six-hour drive, eight tops. Things start to go wrong pretty fast. First of all, Mira realizes that the four other passengers she's stuck in the car with don't actually know one another, as she had assumed. The weather gets worse and worse, slowing travel to a crawl. There are near-miss accidents. Items start going missing, and everyone starts pointing fingers. The low-level feeling of dread increases. Oh yeah – we also find out early on that one of the passengers has been stalking Mira in California, so that’s a fun fact. Buckle up, friends, because things are about to get terrifying. I thought the book was a quick read and well-paced. Was it the best YA thriller I’ve ever read? No, but I liked it well enough. I did have a few problems with the book—not everything that happened was completely realistic, but I understand why the author had to throw out some red herrings along the way. Overall, I felt like this was an enjoyable ride. "
623,4.0,"Mira lands in Newark on Christmas Eve to find that all remaining flights are cancelled. Now how will she get home to her mom who needs her? Her seatmate from earlier has an idea: join her and three of her friends as they rent a car and drive to Pittsburgh. Out of other options, Mira reluctantly agrees; however, it quickly becomes obvious that the group is actually made up of total strangers instead of friends. As the winter storm increases, the roads get worse and the company gets strange as things start to go horribly wrong. Will Mira make it home in time for Christmas? Will she make it home at all?""Five total strangers connected over Christmas. For all we know this could be the start of some brilliant, lifelong friendship.""If you enjoy the locked-in style of thrillers, this one is for you! This was fast-paced and engaging. I had my doubts about every character and every chapter left me with more questions than answers. The addition of a potential stalker made the plotline even more intriguing. This is exactly the type of winter read I enjoy and was everything I wanted No Exit to be and wasn't (I hated No Exit. I said what I said. 💁🏻‍♀️). Grab a blanket and a cup of something warm and settle in with this one!"
624,4.0,"A Christmas Eve blizzard and a desperate need to get home to her mom leaves Mira trapped in a car with four total strangers. The threat of disaster looms around every corner, and not just from the blizzard and black-ice roads; everyone (including Mira) has something to hide. Although whose intentions are truly sinister? Only turning those pages will lead you closer to the truth. As the blizzard kicks up flurries of snow, things go from bad to worse to couldn’t get any worse to… it gets worse. And our five total strangers are in trouble.Narrated in the first person by main character Mira, who is passionate about art and an aspiring artist, the story is filled with vivid and engaging descriptions. Also, first-person narrators can lie, and so can everything Mira says be trusted? It’s another piece of the puzzle that will test your brain as you try to figure out what’s really going on. The end ties everything up nicely, but left me wanting for a few more pages to spend with the characters.If you’re looking for a book to kick up your heartbeat, this is it."
625,4.0,"I was unsure what to expect when picking up this book but was not disappointed. Like the author, living in Ohio means blizzards are all too familiar and was interested to see how this story panned out. The plot was interesting and new, mostly taking place in a car. There were so many moving pieces to this story that left me hanging onto every word. First, we are introduced to Mira's stalker even though we have no idea who they are or how they fit into the story in the first place. Next, we have this unsettling feeling taking over Mira's instincts with no indication of who or what is causing her to feel this way. Finally, random items from everyone's bags begin to go missing but seem to all be related in the sense that these items were the only thing connecting them to others outside of the car. I needed to know how all these things added up and could not stop turning pages until I found out just that. Natalie ties up all loose ends by the last page answering all of my questions. The ending was slightly predictable, but nonetheless beautifully written story that left me biting my nails nervous for Mira and the rest of the car's passengers."
626,3.0,"At first, Mira was in the plane, where she meet Harper - her seatmate. since it arrived at the airport - Mira was about to flight to where her parents but due to weather conditions thing - it have been cancelled so she meet Harper, they're headed to the rental car where they're meet 3 bunch of strangers - brecken, josh & Kayla. they're went the direction where headed for their home's but things didn't go in plan. At first, they're in stop rest, bridge, gas station, bar n middle of nowhere - bad things happens like they're been sabotage or something. All the stuff they're missing - Harper - wallet, Mira - phone, josh- book & brecken battery. Kayla - I have no idea what she's lost. they're accused each other then they're check the trunk of the cars to check if they're stuff is missing. I knew josh is imposter but I never guess Kayla betrayed too all along. The reason why is josh is imposter - nobody suspect him except brecken - car incident at gas station, he never tell how he broke his leg n convince Mira to run away with him together. I give it 3.5⭐ "
627,3.0,"When Mira finds herself trapped at the airport during a snowstorm, she jumps at the chance to get home for Christmas with a girl she met on the flight who's planning to rent a car and drive through the storm. She thinks Harper, Josh, Brecken, and Kayla are friends from college - only to discover once they're on the road that none of them know each other. Then the storm worsens, and things begin to go missing, and they find themselves in an isolated area with an angry gas station owner chasing them, and each of them has a secret...This was a solid thriller that will keep you on the edge of your seat. Mira's plight - needing to get home to her mom who would otherwise be spending Christmas alone - fueled her bad decisions, even if I was internally screaming each time they stopped the car and started going through all their bags. Why so many stops?? And the tantalizing letters from someone stalking Mira, even though she didn't know about them until later, had me racing to figure out who it was, since it could have been anyone. I love a good story with small group dynamics and this one did not disappoint."
628,2.0,"This was not good. I read it because it's one of this year's Teen's Top Ten and I simply do not understand why. Despite being a 'suspense' book it really drags and could've easily been a 100 page novella. Even with all the extra length, there is almost no depth to any of the characters. They all make awful choices and none of the dialogue feels genuine. I'm also not sure why this is even a young adult book. The characters are young adults, yes, but only by their stated age, they don't really seem to act, talk, or think like teens at all. I had to regularly suspend my disbelief to go along with the ""twists"". I didn't even root for the main character. She was just constantly nauseous, suspicious, and had to be ""brave for her mom"" which was stated SO incredibly often. AND the ending was bad, way too many loose ends and lingering questions. Anyway, just read a synopsis, this isn't worth the read."
629,3.0,"This was pretty average, although I didn't predict who the bad guy was until the end so definite points for that! Really struggled to buy the decisions made by these characters and some of the circumstances that drive the plot. Even old-fashioned gas stations make you prepay for gas these days, don't they? And I was begging the main character to take off her damn coat everytime she got too hot in the car and felt nauseous! Finally, I felt the villain(s?) could have used a little more clarity and definition in the end. But it's pretty tough with a book like this to keep the reader constantly guessing so that's really no small feat. I wanted something engrossing enough to prevent bedtime rumination without being *so"" engrossing I cared about missing details or falling asleep (the goal)... This did the job perfectly, so I am grateful!And honestly, for a young adult audience, the message of ""don't go on a road trip during a blizzard"" is probably a good one."
630,3.0,"After loving the author's previous two books, one of which is an all-time favorite of mine, no one's more surprised than me that I didn't end up loving The Lincoln Highway.Emmett has just been released from a juvenile detention facility after serving time for involuntary manslaughter. Now that his father has passed away and he no longer has family in town, he plans to pick up his little brother and drive along the Lincoln Highway to California so that they can start anew. But his carefully laid plans fall by the wayside when his friends show up and force him to embark on a different journey altogether.I hate to say it, but this book confused me. I thought Emmett was our protagonist, and I was all ready to cheer him on as he did whatever he needed to do to start a new life, mainly by driving along the Lincoln Highway (hence the name of the book, right?). But this must be a case of mismatched expectations because Emmett wasn't the actual focus of this book and he didn't drive along that namesake road.Emmett is but one character out of many in this book, and he shares equal limelight with them all. Each of these characters has their points of view and ample time in the book, filled with their corresponding backgrounds and narratives. But the issue is that the tales of these side characters are not vital to the story. You can just cut out their turns and still have essentially the same story overall. So to include them made the whole thing feel bloated and unfocused.It doesn't help that a bunch of the side characters kept clowning around and getting up to shenanigans throughout the entire book. It almost feels like slapstick comedy, where outrageous things happen just for some laughs. This was especially odd because a lot of the notable events in here were people getting beat up or killed. But there was this incongruous, jokey tone permeating those scenes that didn't really go with whatever horrible event was happening.That isn't to say this was all bad. I still enjoyed Towles's writing, even if I didn't really connect with the story. He always includes these little bits of wisdom coated in humor, and I gobbled up the Greek mythology references in here, as well as the trip down memory lane to FAO Schwarz. Clearly Towles was paying homage to 1950s Americana, and he does well from the parts I could pick up. But in the end, I just wasn't the right audience for this book, and I hope other readers trying this will have better luck than I did.This was my Book of the Month pick for October. If you're curious about BOTM or want to find out how to get your first book for $5, click here."
631,5.0,"***NOW AVAILABLE, ONE OF MY TOP 10 BOOKS OF THE YEAR***5+++++ starsDO YOU WANT TO GO ON A ROAD TRIP???? The year is 1954 and our trip will take place along The Lincoln Highway. We’ll start in New York City and travel to the end in San Francisco. What you won’t know is how many different “side trips” and wonderful characters that you will encounter on your way. . Buckle up HERE WE GO!!!!!!READY TO MEET YOUR FELLOW TRAVELERS?Emmet Watson, age 18 is being driven to his home in Nebraska after having been released from a juvenile work farm. Emmet’s mother has been absent for many years and now his father has passed away and the family home and failed farm are in foreclosure. Emmet will have sole custody of his younger brother Billy. He has come home to settle things and to pick up his brother and his car. He is ready to start life anew, out of Nebraska and headed West, Texas or California.Young Billy Watson has been waiting for his brother’s return for 18 months. He welcomes him with open arms!!!!!!!After their father died, a neighbor and friend watched Billy until Emmett was released. Billy is a curious little guy, super intelligent and with lots of love to share, he has some interesting tastes in books! His very favorite “big red book'' is something he keeps in his backpack at all times. “PROFESSOR ABACUS ABERNATHE’S COMPENDIUM OF HEROES, ADVENTURERS AND OTHER INTREPID TRAVELERS”. Given to him by the school librarian it is his most prized possession! Billy will read many stories to friends along the way!!As soon as the warden drives away, two of Emmet’s friends from the farm appear on his doorstep, having hidden in the back of the truck, they still have part of their “sentence” to complete. Duchess is a “wild and crazy” guy. He’s mostly kind hearted but has hatched a plan with Wooley that should get them all a lot of money.He’s an alcoholic and often not dependable. But when he sets his mind on something he will pursue it at all costs. Wooley, is a well intentioned friend and will do anything for those he cares about. He is estranged from his wealthy family. He will, however, inherit money from his grandfather when he turns 18. Wooley isn’t really that interested in the money, to him friendship and trust are more important. He is a somewhat troubled young man, always different from his peers, and often ignored by his family. He always felt like a PIECE OF A PUZZLE THAT DIDN'T FIT!I completely lost myself in this story. Mr. Towles is a master storyteller. While I enjoyed his prior books, this one is definitely my favorite. This novel and cast of characters drew me in. It is, of course, beautifully and meticulously written. At times a bit wordy, I loved how this group of adventurers continued to get side tracked to different places. THAT’S A LOT LIKE LIFE ITSELF!!!The characters are so real, I feel a little lost now that the book is over. I had to wait a day to write this review because I knew I would “gush” and I still have. This is a book that I would love to put into everyone’s hands! It’s about family that we are born into and families that are “made” by a combination of the people we love. This is a quote from the novel “Wouldn’t it have been wonderful, thought Woolly, if everybody’s life was like a piece in a jigsaw puzzle. . . .one person’s life would just fit snugly in its very own, specially designed spot, and in so doing, would enable the whole intricate picture to become complete”. Is that not a beautiful quote?This novel is set to publish on October 5, 2021.I received an ARC of this novel from the publisher and author through Edelweiss. ,"
